"","...1","X","quad","site","num_news","num_fr","site_ID","startyear","startx","endx","ID","size0","rep0","size1","comm1","TSF","TBF","s.TSF","s.TBF","s.sq.TSF","s.logsize0","logsize1","prep1","crep1","s.T_RA","s.P_RA","s.sq.T_RA","s.sq.P_RA","s.T_RC","s.sq.T_RC","s.T_RW","s.P_RW","s.sq.P_RW","s.T_RD","s.P_RD","s.sq.P_RD","s.T_RH","s.P_RH","s.sq.T_RH","s.T_LA","s.P_LA","s.sq.T_LA","s.sq.P_LA","s.T_LC","s.sq.T_LC","s.T_LW","s.P_LW","s.sq.P_LW","s.T_LD","s.P_LD","s.sq.P_LD","s.T_LH","s.P_LH","s.sq.T_LH","log.fr"
"88",88,10716,"3","ME",0,0,"ME_92",2017,25,50,"92",14,0,63,"qs25-50",1,7,-0.284828489830594,1.8963905785433,-0.332247869017775,-1.70403720917104,4.14472076954717,0,NA,-0.240615485604415,0.574884094835393,-0.255887625997184,0.505889303939818,0.079242502835878,-1.06248531698701,-1.25619803731063,0.792299835594624,0.535597523242932,-1.53498325597862,0.501736466960792,0.303928943087712,0.138858935749654,0.471706949696506,0.127361376202688,0.445904796249753,-0.915637014847494,0.43407239280565,-0.942075048336818,-0.756689256511117,-0.826270867887216,0.520427669483389,-0.71297165438884,-0.773231445990659,-1.71937655722706,-1.05347548604801,-1.07357988018805,1.21766506240459,-1.00016873128089,1.22983817921001,-2.30258509299405
"89",89,10755,"4","ME",0,6,"ME_93",2017,25,50,"93",132,0,32,"qs25-50 no new 18",1,7,-0.284828489830594,1.8963905785433,-0.332247869017775,0.348490982308463,3.46885603013597,1,9,-0.240615485604415,0.574884094835393,-0.255887625997184,0.505889303939818,0.079242502835878,-1.06248531698701,-1.25619803731063,0.792299835594624,0.535597523242932,-1.53498325597862,0.501736466960792,0.303928943087712,0.138858935749654,0.471706949696506,0.127361376202688,0.445904796249753,-0.915637014847494,0.43407239280565,-0.942075048336818,-0.756689256511117,-0.826270867887216,0.520427669483389,-0.71297165438884,-0.773231445990659,-1.71937655722706,-1.05347548604801,-1.07357988018805,1.21766506240459,-1.00016873128089,1.22983817921001,1.80828877117927
"90",90,10790,"5","ME",0,0,"ME_369",2017,25,50,"369",45,0,85,"qs25-50",1,7,-0.284828489830594,1.8963905785433,-0.332247869017775,-0.637394479971484,4.44382703557933,0,NA,-0.240615485604415,0.574884094835393,-0.255887625997184,0.505889303939818,0.079242502835878,-1.06248531698701,-1.25619803731063,0.792299835594624,0.535597523242932,-1.53498325597862,0.501736466960792,0.303928943087712,0.138858935749654,0.471706949696506,0.127361376202688,0.445904796249753,-0.915637014847494,0.43407239280565,-0.942075048336818,-0.756689256511117,-0.826270867887216,0.520427669483389,-0.71297165438884,-0.773231445990659,-1.71937655722706,-1.05347548604801,-1.07357988018805,1.21766506240459,-1.00016873128089,1.22983817921001,-2.30258509299405
"91",91,10800,"6","ME",0,6,"ME_166",2017,25,50,"166",236,0,148,"qs25-50 no new 18",1,7,-0.284828489830594,1.8963905785433,-0.332247869017775,0.881209177933244,4.99788772127375,1,4,-0.240615485604415,0.574884094835393,-0.255887625997184,0.505889303939818,0.079242502835878,-1.06248531698701,-1.25619803731063,0.792299835594624,0.535597523242932,-1.53498325597862,0.501736466960792,0.303928943087712,0.138858935749654,0.471706949696506,0.127361376202688,0.445904796249753,-0.915637014847494,0.43407239280565,-0.942075048336818,-0.756689256511117,-0.826270867887216,0.520427669483389,-0.71297165438884,-0.773231445990659,-1.71937655722706,-1.05347548604801,-1.07357988018805,1.21766506240459,-1.00016873128089,1.22983817921001,1.80828877117927
"92",92,10842,"7","ME",0,0,"ME_387",2017,25,50,"387",24,0,28,"qs25-50",1,7,-0.284828489830594,1.8963905785433,-0.332247869017775,-1.21228839045651,3.3357695763397,0,NA,-0.240615485604415,0.574884094835393,-0.255887625997184,0.505889303939818,0.079242502835878,-1.06248531698701,-1.25619803731063,0.792299835594624,0.535597523242932,-1.53498325597862,0.501736466960792,0.303928943087712,0.138858935749654,0.471706949696506,0.127361376202688,0.445904796249753,-0.915637014847494,0.43407239280565,-0.942075048336818,-0.756689256511117,-0.826270867887216,0.520427669483389,-0.71297165438884,-0.773231445990659,-1.71937655722706,-1.05347548604801,-1.07357988018805,1.21766506240459,-1.00016873128089,1.22983817921001,-2.30258509299405
"93",93,12022,"2","B1",0,0,"B1_21",2018,25,50,"21",96,0,66,"qs25-50 no new",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,0.0566087844294531,4.19116874685764,1,4,-0.951844904721635,1.08608728517332,-0.957986034333371,1.07245997667393,-1.28247392257441,1.39537627636791,1.29506684165285,-0.54243972344266,-0.545817607707294,-0.14640686522251,0.221582363663785,0.0320592748255958,-1.89949464571458,0.348727939762199,-1.88098000168245,-1.65280999024951,-1.53583417555948,-1.63855580366127,-1.39028606637515,-1.25676543115216,-1.09420515030437,-1.01310098268717,-1.62729398280066,-1.42066366731575,-0.14374873355166,-1.44010625688897,-1.35920001391975,-1.95823137931922,-1.52259577467833,-1.87738693727448,-2.30258509299405
"94",94,12136,"5","B1",0,25,"B1_123",2018,25,50,"123",NA,NA,NA,"qs25-50 no news",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,NA,NA,NA,-0.951844904721635,1.08608728517332,-0.957986034333371,1.07245997667393,-1.28247392257441,1.39537627636791,1.29506684165285,-0.54243972344266,-0.545817607707294,-0.14640686522251,0.221582363663785,0.0320592748255958,-1.89949464571458,0.348727939762199,-1.88098000168245,-1.65280999024951,-1.53583417555948,-1.63855580366127,-1.39028606637515,-1.25676543115216,-1.09420515030437,-1.01310098268717,-1.62729398280066,-1.42066366731575,-0.14374873355166,-1.44010625688897,-1.35920001391975,-1.95823137931922,-1.52259577467833,-1.87738693727448,3.22286784613774
"95",95,12424,"5","B2",0,12,"B2_317",2018,25,50,"317",75,0,360,"qs25-50",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,-0.16958807387721,5.88638177065483,0,NA,-0.951844904721635,1.08608728517332,-0.957986034333371,1.07245997667393,-1.28247392257441,1.39537627636791,1.29506684165285,-0.54243972344266,-0.545817607707294,-0.14640686522251,0.221582363663785,0.0320592748255958,-1.89949464571458,0.348727939762199,-1.88098000168245,-1.441494956118,-0.314897116168846,-1.43940677734435,-0.422469128162542,-0.664549246886722,-0.765132665606377,-1.23414200954916,-0.884794554322067,-0.910749347122958,0.210412833309129,0.542389951521111,0.476565180854794,-2.19202901166181,0.0259492146955516,-2.08396006200964,2.4932054526027
"96",96,12436,"8","B2",0,0,"B2_331",2018,25,50,"331",231,0,48,"inf herb, qs25-50",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,0.861572759873538,3.87328217711172,0,NA,-0.951844904721635,1.08608728517332,-0.957986034333371,1.07245997667393,-1.28247392257441,1.39537627636791,1.29506684165285,-0.54243972344266,-0.545817607707294,-0.14640686522251,0.221582363663785,0.0320592748255958,-1.89949464571458,0.348727939762199,-1.88098000168245,-1.441494956118,-0.314897116168846,-1.43940677734435,-0.422469128162542,-0.664549246886722,-0.765132665606377,-1.23414200954916,-0.884794554322067,-0.910749347122958,0.210412833309129,0.542389951521111,0.476565180854794,-2.19202901166181,0.0259492146955516,-2.08396006200964,-2.30258509299405
"97",97,12456,"10","B2",0,0,"B2_28",2018,25,50,"28",315,0,93,"qs25-50 no news",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,1.14599633716263,4.53367418428302,0,NA,-0.951844904721635,1.08608728517332,-0.957986034333371,1.07245997667393,-1.28247392257441,1.39537627636791,1.29506684165285,-0.54243972344266,-0.545817607707294,-0.14640686522251,0.221582363663785,0.0320592748255958,-1.89949464571458,0.348727939762199,-1.88098000168245,-1.441494956118,-0.314897116168846,-1.43940677734435,-0.422469128162542,-0.664549246886722,-0.765132665606377,-1.23414200954916,-0.884794554322067,-0.910749347122958,0.210412833309129,0.542389951521111,0.476565180854794,-2.19202901166181,0.0259492146955516,-2.08396006200964,-2.30258509299405
"98",98,12513,"14","B2",0,8,"B2_89",2018,25,50,"89",156,0,NA,"sen; qs25-50 no news",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,0.501635949654318,NA,0,NA,-0.951844904721635,1.08608728517332,-0.957986034333371,1.07245997667393,-1.28247392257441,1.39537627636791,1.29506684165285,-0.54243972344266,-0.545817607707294,-0.14640686522251,0.221582363663785,0.0320592748255958,-1.89949464571458,0.348727939762199,-1.88098000168245,-1.441494956118,-0.314897116168846,-1.43940677734435,-0.422469128162542,-0.664549246886722,-0.765132665606377,-1.23414200954916,-0.884794554322067,-0.910749347122958,0.210412833309129,0.542389951521111,0.476565180854794,-2.19202901166181,0.0259492146955516,-2.08396006200964,2.09186406167839
"99",99,12535,"17","B2",0,0,"B2_109",2018,25,50,"109",420,0,48,"qs25-50 no new",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,1.40983687629082,3.87328217711172,0,NA,-0.951844904721635,1.08608728517332,-0.957986034333371,1.07245997667393,-1.28247392257441,1.39537627636791,1.29506684165285,-0.54243972344266,-0.545817607707294,-0.14640686522251,0.221582363663785,0.0320592748255958,-1.89949464571458,0.348727939762199,-1.88098000168245,-1.441494956118,-0.314897116168846,-1.43940677734435,-0.422469128162542,-0.664549246886722,-0.765132665606377,-1.23414200954916,-0.884794554322067,-0.910749347122958,0.210412833309129,0.542389951521111,0.476565180854794,-2.19202901166181,0.0259492146955516,-2.08396006200964,-2.30258509299405
"100",100,12589,"18","B2",0,108,"B2_165",2018,25,50,"165",NA,NA,NA,"qs25-50",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,NA,NA,NA,NA,-0.951844904721635,1.08608728517332,-0.957986034333371,1.07245997667393,-1.28247392257441,1.39537627636791,1.29506684165285,-0.54243972344266,-0.545817607707294,-0.14640686522251,0.221582363663785,0.0320592748255958,-1.89949464571458,0.348727939762199,-1.88098000168245,-1.441494956118,-0.314897116168846,-1.43940677734435,-0.422469128162542,-0.664549246886722,-0.765132665606377,-1.23414200954916,-0.884794554322067,-0.910749347122958,0.210412833309129,0.542389951521111,0.476565180854794,-2.19202901166181,0.0259492146955516,-2.08396006200964,4.68305672464516
"101",101,12608,"19","B2",0,6,"B2_186",2018,25,50,"186",672,0,168,"qs25-50 no new",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,1.84092617280458,5.12455904041457,0,NA,-0.951844904721635,1.08608728517332,-0.957986034333371,1.07245997667393,-1.28247392257441,1.39537627636791,1.29506684165285,-0.54243972344266,-0.545817607707294,-0.14640686522251,0.221582363663785,0.0320592748255958,-1.89949464571458,0.348727939762199,-1.88098000168245,-1.441494956118,-0.314897116168846,-1.43940677734435,-0.422469128162542,-0.664549246886722,-0.765132665606377,-1.23414200954916,-0.884794554322067,-0.910749347122958,0.210412833309129,0.542389951521111,0.476565180854794,-2.19202901166181,0.0259492146955516,-2.08396006200964,1.80828877117927
"102",102,12674,"20","B2",0,42,"B2_242",2018,25,50,"242",572,0,95,"qs25-50",0,2,-0.7729025875897,-0.259886169783635,-0.390481161702352,1.69314262027715,4.55492896955134,0,NA,-0.951844904721635,1.08608728517332,-0.957986034333371,1.07245997667393,-1.28247392257441,1.39537627636791,1.29506684165285,-0.54243972344266,-0.545817607707294,-0.14640686522251,0.221582363663785,0.0320592748255958,-1.89949464571458,0.348727939762199,-1.88098000168245,-1.441494956118,-0.314897116168846,-1.43940677734435,-0.422469128162542,-0.664549246886722,-0.765132665606377,-1.23414200954916,-0.884794554322067,-0.910749347122958,0.210412833309129,0.542389951521111,0.476565180854794,-2.19202901166181,0.0259492146955516,-2.08396006200964,3.74004774068834
"103",103,12726,"3","CH",0,0,"CH_31",2018,25,50,"31",144,0,110,"qs25-50",9,2,3.61976429224225,-0.259886169783635,4.32641554574842,0.428255469059028,4.70138904372863,0,NA,0.743647578442602,2.11587987164112,0.740671120397254,2.34202147484439,-0.880655960977933,0.275338081927693,1.31584637460375,2.84896117293473,3.502595453592,0.580876517029442,-0.441282255744311,-0.508270769571091,-2.1625080110648,1.82208811703341,-2.13234882051939,-0.0479301800474514,-0.520013578450699,-0.0725805217218164,-0.609337929619744,-1.01691653357487,-0.979161041672493,-0.21156179323809,-0.751331772595459,-0.804568893538276,0.780291957923951,-0.293640973455118,-0.410048380783564,-1.36533743415926,-0.513018181844144,-1.33990179118341,-2.30258509299405
"104",104,12768,"4","CH",0,30,"CH_72",2018,25,50,"72",258,0,NA,"sen, qs 25-50",9,2,3.61976429224225,-0.259886169783635,4.32641554574842,0.962939947140452,NA,1,6,0.743647578442602,2.11587987164112,0.740671120397254,2.34202147484439,-0.880655960977933,0.275338081927693,1.31584637460375,2.84896117293473,3.502595453592,0.580876517029442,-0.441282255744311,-0.508270769571091,-2.1625080110648,1.82208811703341,-2.13234882051939,-0.0479301800474514,-0.520013578450699,-0.0725805217218164,-0.609337929619744,-1.01691653357487,-0.979161041672493,-0.21156179323809,-0.751331772595459,-0.804568893538276,0.780291957923951,-0.293640973455118,-0.410048380783564,-1.36533743415926,-0.513018181844144,-1.33990179118341,3.40452517175483
"105",105,12794,"5","CH",1,28,"CH_94",2018,25,50,"94",343,0,484,"qs25-50",9,2,3.61976429224225,-0.259886169783635,4.32641554574842,1.22409450656963,6.18229149694565,0,NA,0.743647578442602,2.11587987164112,0.740671120397254,2.34202147484439,-0.880655960977933,0.275338081927693,1.31584637460375,2.84896117293473,3.502595453592,0.580876517029442,-0.441282255744311,-0.508270769571091,-2.1625080110648,1.82208811703341,-2.13234882051939,-0.0479301800474514,-0.520013578450699,-0.0725805217218164,-0.609337929619744,-1.01691653357487,-0.979161041672493,-0.21156179323809,-0.751331772595459,-0.804568893538276,0.780291957923951,-0.293640973455118,-0.410048380783564,-1.36533743415926,-0.513018181844144,-1.33990179118341,3.3357695763397
"106",106,12809,"6","CH",0,0,"CH_18.11.",2018,25,50,"18.11.",294,0,208,"qs25-50",9,2,3.61976429224225,-0.259886169783635,4.32641554574842,1.08272456072945,5.33801873339959,0,NA,0.743647578442602,2.11587987164112,0.740671120397254,2.34202147484439,-0.880655960977933,0.275338081927693,1.31584637460375,2.84896117293473,3.502595453592,0.580876517029442,-0.441282255744311,-0.508270769571091,-2.1625080110648,1.82208811703341,-2.13234882051939,-0.0479301800474514,-0.520013578450699,-0.0725805217218164,-0.609337929619744,-1.01691653357487,-0.979161041672493,-0.21156179323809,-0.751331772595459,-0.804568893538276,0.780291957923951,-0.293640973455118,-0.410048380783564,-1.36533743415926,-0.513018181844144,-1.33990179118341,-2.30258509299405
"107",107,12905,"11","CH",0,33,"CH_175",2018,25,50,"175",200,9,104,"qs25-50",9,2,3.61976429224225,-0.259886169783635,4.32641554574842,0.7294397401755,4.64535197562092,1,10,0.743647578442602,2.11587987164112,0.740671120397254,2.34202147484439,-0.880655960977933,0.275338081927693,1.31584637460375,2.84896117293473,3.502595453592,0.580876517029442,-0.441282255744311,-0.508270769571091,-2.1625080110648,1.82208811703341,-2.13234882051939,-0.0479301800474514,-0.520013578450699,-0.0725805217218164,-0.609337929619744,-1.01691653357487,-0.979161041672493,-0.21156179323809,-0.751331772595459,-0.804568893538276,0.780291957923951,-0.293640973455118,-0.410048380783564,-1.36533743415926,-0.513018181844144,-1.33990179118341,3.49953328238302
"108",108,12927,"12","CH",0,7,"CH_240",2018,25,50,"240",154,5,75,"qs25-50",9,2,3.61976429224225,-0.259886169783635,4.32641554574842,0.489806276698881,4.31882055877009,1,7,0.743647578442602,2.11587987164112,0.740671120397254,2.34202147484439,-0.880655960977933,0.275338081927693,1.31584637460375,2.84896117293473,3.502595453592,0.580876517029442,-0.441282255744311,-0.508270769571091,-2.1625080110648,1.82208811703341,-2.13234882051939,-0.0479301800474514,-0.520013578450699,-0.0725805217218164,-0.609337929619744,-1.01691653357487,-0.979161041672493,-0.21156179323809,-0.751331772595459,-0.804568893538276,0.780291957923951,-0.293640973455118,-0.410048380783564,-1.36533743415926,-0.513018181844144,-1.33990179118341,1.96009478404727
"109",109,12938,"13","CH",0,0,"CH_198",2018,25,50,"198",NA,NA,7,"tp found xy=45,5 same pl? qs25-50, no new",9,2,3.61976429224225,-0.259886169783635,4.32641554574842,NA,1.96009478404727,NA,NA,0.743647578442602,2.11587987164112,0.740671120397254,2.34202147484439,-0.880655960977933,0.275338081927693,1.31584637460375,2.84896117293473,3.502595453592,0.580876517029442,-0.441282255744311,-0.508270769571091,-2.1625080110648,1.82208811703341,-2.13234882051939,-0.0479301800474514,-0.520013578450699,-0.0725805217218164,-0.609337929619744,-1.01691653357487,-0.979161041672493,-0.21156179323809,-0.751331772595459,-0.804568893538276,0.780291957923951,-0.293640973455118,-0.410048380783564,-1.36533743415926,-0.513018181844144,-1.33990179118341,-2.30258509299405
"110",110,13015,"1","CM",0,0,"CM_15",2018,25,50,"15",10,0,24,"qs25-50",1,1,-0.284828489830594,-0.691141519449022,-0.332247869017775,-2.01011077240985,3.18221184049661,0,NA,1.00893924856324,2.02569041144462,1.01422943619654,2.22398518479484,-0.85833274088924,0.222804414337828,1.27428730870196,3.20992206208614,4.18606102903371,0.631584909488282,-0.483805646423321,-0.537994150830542,-1.96524798705213,1.65732012314084,-1.94398874933702,1.07886252974533,0.898463603202481,1.10051781647593,0.883477253058631,0.644495875110408,0.499130319981701,1.8108105328088,0.920148332840911,0.900043679773611,0.263465852335067,0.730596236426163,0.698776326572589,0.404728415390796,0.653077627191103,0.381058980585015,-2.30258509299405
"111",111,13100,"2","CM",0,1,"CM_18.34.",2018,25,50,"18.34.",50,0,108,"qs25-50",1,1,-0.284828489830594,-0.691141519449022,-0.332247869017775,-0.540942448393697,4.68305672464516,0,NA,1.00893924856324,2.02569041144462,1.01422943619654,2.22398518479484,-0.85833274088924,0.222804414337828,1.27428730870196,3.20992206208614,4.18606102903371,0.631584909488282,-0.483805646423321,-0.537994150830542,-1.96524798705213,1.65732012314084,-1.94398874933702,1.07886252974533,0.898463603202481,1.10051781647593,0.883477253058631,0.644495875110408,0.499130319981701,1.8108105328088,0.920148332840911,0.900043679773611,0.263465852335067,0.730596236426163,0.698776326572589,0.404728415390796,0.653077627191103,0.381058980585015,0.0953101798043249
"112",112,13427,"6","CM",1,10,"CM_229",2018,25,50,"229",150,0,104,"no tp same plt?, qs25-50",1,1,-0.284828489830594,-0.691141519449022,-0.332247869017775,0.465679220721546,4.64535197562092,0,NA,1.00893924856324,2.02569041144462,1.01422943619654,2.22398518479484,-0.85833274088924,0.222804414337828,1.27428730870196,3.20992206208614,4.18606102903371,0.631584909488282,-0.483805646423321,-0.537994150830542,-1.96524798705213,1.65732012314084,-1.94398874933702,1.07886252974533,0.898463603202481,1.10051781647593,0.883477253058631,0.644495875110408,0.499130319981701,1.8108105328088,0.920148332840911,0.900043679773611,0.263465852335067,0.730596236426163,0.698776326572589,0.404728415390796,0.653077627191103,0.381058980585015,2.31253542384721
"113",113,13562,"east-2","GSP-BI",0,5,"GSP-BI_56",2018,75,100,"56",126,0,45,"herb; qs75-100",2,0,0.203245607928512,-1.12239686911441,-0.157547990964043,0.305847592414099,3.80888224650863,0,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,0.449157638068857,1.261069671911,0.437448339464006,1.34033258969271,-0.225295682079357,-0.42332110393112,0.0732693166053745,1.30173729315209,1.38652762574608,1.14268152855138,1.10667008726544,1.16769774990611,-1.08393250574694,1.09872260537953,-1.07795346854436,1.62924053973028
"114",114,13682,"east-9","GSP-BI",0,11,"GSP-BI_169",2018,425,450,"169",92,11,70,"qs425-450",2,0,0.203245607928512,-1.12239686911441,-0.157547990964043,0.0176070161195783,4.24992279404054,1,4,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,0.449157638068857,1.261069671911,0.437448339464006,1.34033258969271,-0.225295682079357,-0.42332110393112,0.0732693166053745,1.30173729315209,1.38652762574608,1.14268152855138,1.10667008726544,1.16769774990611,-1.08393250574694,1.09872260537953,-1.07795346854436,2.40694510831829
"115",115,13777,"west-3","GSP-BI",0,0,"GSP-BI_250",2018,50,75,"250",180,0,125,"qs75-50",2,0,0.203245607928512,-1.12239686911441,-0.157547990964043,0.632835214776769,4.82911341747287,0,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,0.449157638068857,1.261069671911,0.437448339464006,1.34033258969271,-0.225295682079357,-0.42332110393112,0.0732693166053745,1.30173729315209,1.38652762574608,1.14268152855138,1.10667008726544,1.16769774990611,-1.08393250574694,1.09872260537953,-1.07795346854436,-2.30258509299405
"116",116,13816,"west-3","GSP-BI",0,5,"GSP-BI_282",2018,100,125,"282",156,0,138,"qs125-100, nonew",2,0,0.203245607928512,-1.12239686911441,-0.157547990964043,0.501635949654318,4.92797806041525,0,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,0.449157638068857,1.261069671911,0.437448339464006,1.34033258969271,-0.225295682079357,-0.42332110393112,0.0732693166053745,1.30173729315209,1.38652762574608,1.14268152855138,1.10667008726544,1.16769774990611,-1.08393250574694,1.09872260537953,-1.07795346854436,1.62924053973028
"117",117,13878,"north-8","GSP-LI",0,0,"GSP-LI_18.28.",2018,300,325,"18.28.",330,0,279,"qs300-325",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,1.18865956218995,5.63157014054228,0,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,1.00018544245587,1.08432824013208,1.01663513622776,1.11382481443486,-0.0510207027382278,-0.264641840467226,0.48251696137711,1.12616961044055,1.15820439699444,1.39277458899884,0.926168022098474,0.938490219293062,-0.743841756209041,0.888288984541857,-0.755498952673072,-2.30258509299405
"118",118,13880,"north-8","GSP-LI",1,6,"GSP-LI_234",2018,350,375,"234",378,6,36,"qs350-375",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,1.31320567548087,3.58629286533884,1,2,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,1.00018544245587,1.08432824013208,1.01663513622776,1.11382481443486,-0.0510207027382278,-0.264641840467226,0.48251696137711,1.12616961044055,1.15820439699444,1.39277458899884,0.926168022098474,0.938490219293062,-0.743841756209041,0.888288984541857,-0.755498952673072,1.80828877117927
"119",119,13903,"north-11","GSP-LI",7,20,"GSP-LI_252",2018,500,525,"252",160,5,102,"qs500-525",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,0.524847268207577,4.62595272517062,0,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,1.00018544245587,1.08432824013208,1.01663513622776,1.11382481443486,-0.0510207027382278,-0.264641840467226,0.48251696137711,1.12616961044055,1.15820439699444,1.39277458899884,0.926168022098474,0.938490219293062,-0.743841756209041,0.888288984541857,-0.755498952673072,3.00071981506503
"120",120,13907,"north-13","GSP-LI",0,6,"GSP-LI_256",2018,600,625,"256",204,6,180,"qs600-625, no new",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,0.747597253773244,5.19351225218191,0,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,1.00018544245587,1.08432824013208,1.01663513622776,1.11382481443486,-0.0510207027382278,-0.264641840467226,0.48251696137711,1.12616961044055,1.15820439699444,1.39277458899884,0.926168022098474,0.938490219293062,-0.743841756209041,0.888288984541857,-0.755498952673072,1.80828877117927
"121",121,13928,"north-19","GSP-LI",0,0,"GSP-LI_273",2018,850,875,"273",372,0,51,"qs850-875",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,1.29853122088103,3.93378449720966,0,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,1.00018544245587,1.08432824013208,1.01663513622776,1.11382481443486,-0.0510207027382278,-0.264641840467226,0.48251696137711,1.12616961044055,1.15820439699444,1.39277458899884,0.926168022098474,0.938490219293062,-0.743841756209041,0.888288984541857,-0.755498952673072,-2.30258509299405
"122",122,13950,"north-20","GSP-LI",0,0,"GSP-LI_292",2018,900,925,"292",32,25,121,"qs900-925",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,-0.949327195035992,4.79661665055905,1,1,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,1.00018544245587,1.08432824013208,1.01663513622776,1.11382481443486,-0.0510207027382278,-0.264641840467226,0.48251696137711,1.12616961044055,1.15820439699444,1.39277458899884,0.926168022098474,0.938490219293062,-0.743841756209041,0.888288984541857,-0.755498952673072,-2.30258509299405
"123",123,13960,"north-20","GSP-LI",7,26,"GSP-LI_300",2018,950,975,"300",336,0,34,"qs950-975",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,1.20518438772248,3.52929738428947,0,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,1.00018544245587,1.08432824013208,1.01663513622776,1.11382481443486,-0.0510207027382278,-0.264641840467226,0.48251696137711,1.12616961044055,1.15820439699444,1.39277458899884,0.926168022098474,0.938490219293062,-0.743841756209041,0.888288984541857,-0.755498952673072,3.26193531432865
"124",124,14054,"south-3","GSP-LI",8,28,"GSP-LI_18.2.",2018,125,150,"18.2.",60,0,72,"qs125-150",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,-0.373989818872417,4.2780540442909,0,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,1.00018544245587,1.08432824013208,1.01663513622776,1.11382481443486,-0.0510207027382278,-0.264641840467226,0.48251696137711,1.12616961044055,1.15820439699444,1.39277458899884,0.926168022098474,0.938490219293062,-0.743841756209041,0.888288984541857,-0.755498952673072,3.3357695763397
