"","...1","X","quad","site","num_news","num_fr","site_ID","startyear","startx","endx","ID","size0","rep0","size1","comm1","TSF","TBF","s.TSF","s.TBF","s.sq.TSF","s.logsize0","logsize1","prep1","crep1","s.T_RA","s.P_RA","s.sq.T_RA","s.sq.P_RA","s.T_RC","s.sq.T_RC","s.T_RW","s.P_RW","s.sq.P_RW","s.T_RD","s.P_RD","s.sq.P_RD","s.T_RH","s.P_RH","s.sq.T_RH","s.T_LA","s.P_LA","s.sq.T_LA","s.sq.P_LA","s.T_LC","s.sq.T_LC","s.T_LW","s.P_LW","s.sq.P_LW","s.T_LD","s.P_LD","s.sq.P_LD","s.T_LH","s.P_LH","s.sq.T_LH","log.fr"
"125",125,14069,"south-4","GSP-LI",12,26,"GSP-LI_104",2018,175,200,"104",72,0,50,"qs175-200",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,-0.206986394750423,3.91402100809082,0,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,1.00018544245587,1.08432824013208,1.01663513622776,1.11382481443486,-0.0510207027382278,-0.264641840467226,0.48251696137711,1.12616961044055,1.15820439699444,1.39277458899884,0.926168022098474,0.938490219293062,-0.743841756209041,0.888288984541857,-0.755498952673072,3.26193531432865
"126",126,14082,"south-5","GSP-LI",9,18,"GSP-LI_117",2018,225,250,"117",210,4,51,"qs225-250",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,0.774176952482198,3.93378449720966,0,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,1.00018544245587,1.08432824013208,1.01663513622776,1.11382481443486,-0.0510207027382278,-0.264641840467226,0.48251696137711,1.12616961044055,1.15820439699444,1.39277458899884,0.926168022098474,0.938490219293062,-0.743841756209041,0.888288984541857,-0.755498952673072,2.89591193827178
"127",127,14143,"south-16","GSP-LI",5,7,"GSP-LI_175",2018,775,800,"175",60,0,144,"qs775-800",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,-0.373989818872417,4.97050750300548,0,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,1.00018544245587,1.08432824013208,1.01663513622776,1.11382481443486,-0.0510207027382278,-0.264641840467226,0.48251696137711,1.12616961044055,1.15820439699444,1.39277458899884,0.926168022098474,0.938490219293062,-0.743841756209041,0.888288984541857,-0.755498952673072,1.96009478404727
"128",128,14175,"south-18","GSP-LI",1,26,"GSP-LI_203",2018,850,900,"203",24,20,NA,"sen, qs850-900",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,-1.21228839045651,NA,0,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,1.00018544245587,1.08432824013208,1.01663513622776,1.11382481443486,-0.0510207027382278,-0.264641840467226,0.48251696137711,1.12616961044055,1.15820439699444,1.39277458899884,0.926168022098474,0.938490219293062,-0.743841756209041,0.888288984541857,-0.755498952673072,3.26193531432865
"129",129,14511,"23","IA",0,0,"IA_227",2018,1775,1800,"227",174,8,76,"some lvs sen; qs1775-1800 no news19",4,2,1.17939380344672,-0.259886169783635,0.541251521250886,0.601752227045677,4.33204826486764,1,5,1.14287541275849,1.56152568957125,1.15313798688508,1.63729803265569,-1.01459528151009,0.611961582988961,1.3828026474452,2.0842135264275,2.21511085621505,0.571151619845553,-0.378747857686943,-0.463478090439939,-2.49127471775258,1.88536857845591,-2.44406169988542,0.697649839950003,-0.270134095816354,0.696841046367987,-0.380385122608768,-1.90260633164541,-1.28059310293137,0.915475369054568,-1.57495206691176,-1.38920562544895,0.628733438945299,0.479835308479618,0.404548741797078,-0.513959486022118,1.52407062960592,-0.533893992446093,-2.30258509299405
"130",130,14539,"25","IA",0,0,"IA_250",2018,1925,1950,"250",NA,NA,NA,"qs1925-1950 no news19",4,2,1.17939380344672,-0.259886169783635,0.541251521250886,NA,NA,NA,NA,1.14287541275849,1.56152568957125,1.15313798688508,1.63729803265569,-1.01459528151009,0.611961582988961,1.3828026474452,2.0842135264275,2.21511085621505,0.571151619845553,-0.378747857686943,-0.463478090439939,-2.49127471775258,1.88536857845591,-2.44406169988542,0.697649839950003,-0.270134095816354,0.696841046367987,-0.380385122608768,-1.90260633164541,-1.28059310293137,0.915475369054568,-1.57495206691176,-1.38920562544895,0.628733438945299,0.479835308479618,0.404548741797078,-0.513959486022118,1.52407062960592,-0.533893992446093,-2.30258509299405
"131",131,14586,"28","IA",0,0,"IA_371",2018,1800,1825,"371",NA,NA,360,"no tp same pl?; qs1825-1800 (lower rt 25x25) no news19",4,2,1.17939380344672,-0.259886169783635,0.541251521250886,NA,5.88638177065483,0,NA,1.14287541275849,1.56152568957125,1.15313798688508,1.63729803265569,-1.01459528151009,0.611961582988961,1.3828026474452,2.0842135264275,2.21511085621505,0.571151619845553,-0.378747857686943,-0.463478090439939,-2.49127471775258,1.88536857845591,-2.44406169988542,0.697649839950003,-0.270134095816354,0.696841046367987,-0.380385122608768,-1.90260633164541,-1.28059310293137,0.915475369054568,-1.57495206691176,-1.38920562544895,0.628733438945299,0.479835308479618,0.404548741797078,-0.513959486022118,1.52407062960592,-0.533893992446093,-2.30258509299405
"132",132,14918,"8","ME",0,6,"ME_193",2018,25,50,"193",444,0,NA,"qs25-50; PresAlive19",2,7,0.203245607928512,1.8963905785433,-0.157547990964043,1.46080365492062,NA,0,NA,1.5552646042495,1.67659500085644,1.5842031040109,1.77949536155779,-1.03691850159879,0.671635749086186,2.03389467990479,2.31567714743702,2.58177146295094,0.613524386146768,-0.303706580018102,-0.408026865808803,-1.37346791501413,2.83696344173399,-1.37291298975761,0.96061706009168,-0.158150623604213,0.974560657994439,-0.273058619286763,-1.78776709387799,-1.26060496974896,1.17972777054311,-0.539241913240387,-0.626729101299938,0.753865688569696,0.426536450328999,0.343912591143405,-0.0915676710191892,0.227879481309905,-0.1190491698969,1.80828877117927
"133",133,14957,"9","ME",0,17,"ME_238",2018,25,50,"238",NA,NA,NA,"qs25-50",2,7,0.203245607928512,1.8963905785433,-0.157547990964043,NA,NA,NA,NA,1.5552646042495,1.67659500085644,1.5842031040109,1.77949536155779,-1.03691850159879,0.671635749086186,2.03389467990479,2.31567714743702,2.58177146295094,0.613524386146768,-0.303706580018102,-0.408026865808803,-1.37346791501413,2.83696344173399,-1.37291298975761,0.96061706009168,-0.158150623604213,0.974560657994439,-0.273058619286763,-1.78776709387799,-1.26060496974896,1.17972777054311,-0.539241913240387,-0.626729101299938,0.753865688569696,0.426536450328999,0.343912591143405,-0.0915676710191892,0.227879481309905,-0.1190491698969,2.83907846350861
"134",134,15027,"10","ME",2,5,"ME_292",2018,25,50,"292",32,0,NA,"qs25-50",2,7,0.203245607928512,1.8963905785433,-0.157547990964043,-0.949327195035992,NA,NA,NA,1.5552646042495,1.67659500085644,1.5842031040109,1.77949536155779,-1.03691850159879,0.671635749086186,2.03389467990479,2.31567714743702,2.58177146295094,0.613524386146768,-0.303706580018102,-0.408026865808803,-1.37346791501413,2.83696344173399,-1.37291298975761,0.96061706009168,-0.158150623604213,0.974560657994439,-0.273058619286763,-1.78776709387799,-1.26060496974896,1.17972777054311,-0.539241913240387,-0.626729101299938,0.753865688569696,0.426536450328999,0.343912591143405,-0.0915676710191892,0.227879481309905,-0.1190491698969,1.62924053973028
"135",135,15048,"1","CH",0,0,"CH_19.1.",2018,25,50,"19.1.",NA,NA,92,"miss, pt of pl2 in past; qs25-50",9,2,3.61976429224225,-0.259886169783635,4.32641554574842,NA,4.52287494326126,1,3,0.743647578442602,2.11587987164112,0.740671120397254,2.34202147484439,-0.880655960977933,0.275338081927693,1.31584637460375,2.84896117293473,3.502595453592,0.580876517029442,-0.441282255744311,-0.508270769571091,-2.1625080110648,1.82208811703341,-2.13234882051939,-0.0479301800474514,-0.520013578450699,-0.0725805217218164,-0.609337929619744,-1.01691653357487,-0.979161041672493,-0.21156179323809,-0.751331772595459,-0.804568893538276,0.780291957923951,-0.293640973455118,-0.410048380783564,-1.36533743415926,-0.513018181844144,-1.33990179118341,-2.30258509299405
"136",136,15060,"2","CH",0,8,"CH_19.13.",2018,25,50,"19.13.",NA,NA,704,"old tp but miss; qs25-50",9,2,3.61976429224225,-0.259886169783635,4.32641554574842,NA,6.55692039152509,NA,NA,0.743647578442602,2.11587987164112,0.740671120397254,2.34202147484439,-0.880655960977933,0.275338081927693,1.31584637460375,2.84896117293473,3.502595453592,0.580876517029442,-0.441282255744311,-0.508270769571091,-2.1625080110648,1.82208811703341,-2.13234882051939,-0.0479301800474514,-0.520013578450699,-0.0725805217218164,-0.609337929619744,-1.01691653357487,-0.979161041672493,-0.21156179323809,-0.751331772595459,-0.804568893538276,0.780291957923951,-0.293640973455118,-0.410048380783564,-1.36533743415926,-0.513018181844144,-1.33990179118341,2.09186406167839
"137",137,15089,"7","CH",1,0,"CH_19.41.",2018,25,50,"19.41.",NA,NA,120,"old tp but miss, qs25-50",9,2,3.61976429224225,-0.259886169783635,4.32641554574842,NA,4.78832472908594,NA,NA,0.743647578442602,2.11587987164112,0.740671120397254,2.34202147484439,-0.880655960977933,0.275338081927693,1.31584637460375,2.84896117293473,3.502595453592,0.580876517029442,-0.441282255744311,-0.508270769571091,-2.1625080110648,1.82208811703341,-2.13234882051939,-0.0479301800474514,-0.520013578450699,-0.0725805217218164,-0.609337929619744,-1.01691653357487,-0.979161041672493,-0.21156179323809,-0.751331772595459,-0.804568893538276,0.780291957923951,-0.293640973455118,-0.410048380783564,-1.36533743415926,-0.513018181844144,-1.33990179118341,-2.30258509299405
"138",138,15090,"7","CH",1,0,"CH_19.42.",2018,25,50,"19.42.",NA,NA,110,"old tp but miss, qs25-50",9,2,3.61976429224225,-0.259886169783635,4.32641554574842,NA,4.70138904372863,NA,NA,0.743647578442602,2.11587987164112,0.740671120397254,2.34202147484439,-0.880655960977933,0.275338081927693,1.31584637460375,2.84896117293473,3.502595453592,0.580876517029442,-0.441282255744311,-0.508270769571091,-2.1625080110648,1.82208811703341,-2.13234882051939,-0.0479301800474514,-0.520013578450699,-0.0725805217218164,-0.609337929619744,-1.01691653357487,-0.979161041672493,-0.21156179323809,-0.751331772595459,-0.804568893538276,0.780291957923951,-0.293640973455118,-0.410048380783564,-1.36533743415926,-0.513018181844144,-1.33990179118341,-2.30258509299405
"139",139,15091,"7","CH",1,0,"CH_19.43.",2018,25,50,"19.43.",NA,NA,58,"old tp but miss, qs25-50; might be 127 check 2020",9,2,3.61976429224225,-0.259886169783635,4.32641554574842,NA,4.06216566385787,NA,NA,0.743647578442602,2.11587987164112,0.740671120397254,2.34202147484439,-0.880655960977933,0.275338081927693,1.31584637460375,2.84896117293473,3.502595453592,0.580876517029442,-0.441282255744311,-0.508270769571091,-2.1625080110648,1.82208811703341,-2.13234882051939,-0.0479301800474514,-0.520013578450699,-0.0725805217218164,-0.609337929619744,-1.01691653357487,-0.979161041672493,-0.21156179323809,-0.751331772595459,-0.804568893538276,0.780291957923951,-0.293640973455118,-0.410048380783564,-1.36533743415926,-0.513018181844144,-1.33990179118341,-2.30258509299405
"140",140,15240,"south-6","GSP-LI",0,0,"GSP-LI_19.107.",2018,275,300,"19.107.",NA,NA,36,"qs275-300",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,NA,3.58629286533884,NA,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,1.00018544245587,1.08432824013208,1.01663513622776,1.11382481443486,-0.0510207027382278,-0.264641840467226,0.48251696137711,1.12616961044055,1.15820439699444,1.39277458899884,0.926168022098474,0.938490219293062,-0.743841756209041,0.888288984541857,-0.755498952673072,-2.30258509299405
"141",141,15252,"south-7","GSP-LI",2,5,"GSP-LI_19.119.",2018,325,350,"19.119.",NA,NA,30,"new; qs325-350",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,NA,3.40452517175483,NA,NA,0.635517996943953,2.03890783233549,0.629775401745213,2.24120139530431,-0.501161219470147,-0.479004581814149,1.32046404859281,1.50300531508201,1.38250064534483,0.525305675978679,-0.561348300014456,-0.590662511141189,-1.96524798705213,1.66328997799202,-1.94398874933702,1.00018544245587,1.08432824013208,1.01663513622776,1.11382481443486,-0.0510207027382278,-0.264641840467226,0.48251696137711,1.12616961044055,1.15820439699444,1.39277458899884,0.926168022098474,0.938490219293062,-0.743841756209041,0.888288984541857,-0.755498952673072,1.62924053973028
"142",142,16023,"2","B1",0,4,"B1_21",2019,25,50,"21",66,4,198,"qs25-50 no new",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,-0.286693092124137,5.28877195370451,0,NA,-0.869995026602317,-0.552872905294128,-0.877956601002044,-0.594652485721215,0.0569192827471847,-1.05279464044131,-0.0440586151786184,-1.02168158192052,-0.771990679347098,0.428056704139833,0.526750226183739,0.329459997460799,0.336118959762325,-0.349745077825852,0.327379453559027,-1.36148290104368,-1.56819072350194,-1.36344372026748,-1.41120980917816,0.0374350829578949,-0.179088695329477,-0.630020915543266,-1.40501134024674,-1.28237641332736,-0.578156177342886,-1.66266848841282,-1.50770772731168,0.29333604903541,-1.75333746833074,0.267618662093397,1.41098697371026
"143",143,16062,"3","B1",0,21,"B1_56",2019,25,50,"56",158,NA,416,"inf herb; qs25-50 no new",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,0.513315017968508,6.0309256159889,0,NA,-0.869995026602317,-0.552872905294128,-0.877956601002044,-0.594652485721215,0.0569192827471847,-1.05279464044131,-0.0440586151786184,-1.02168158192052,-0.771990679347098,0.428056704139833,0.526750226183739,0.329459997460799,0.336118959762325,-0.349745077825852,0.327379453559027,-1.36148290104368,-1.56819072350194,-1.36344372026748,-1.41120980917816,0.0374350829578949,-0.179088695329477,-0.630020915543266,-1.40501134024674,-1.28237641332736,-0.578156177342886,-1.66266848841282,-1.50770772731168,0.29333604903541,-1.75333746833074,0.267618662093397,3.04927304048202
"144",144,16136,"5","B1",0,11,"B1_122",2019,25,50,"122",16,NA,69,"qs25-50",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,-1.5823520298821,4.23555473077362,1,5,-0.869995026602317,-0.552872905294128,-0.877956601002044,-0.594652485721215,0.0569192827471847,-1.05279464044131,-0.0440586151786184,-1.02168158192052,-0.771990679347098,0.428056704139833,0.526750226183739,0.329459997460799,0.336118959762325,-0.349745077825852,0.327379453559027,-1.36148290104368,-1.56819072350194,-1.36344372026748,-1.41120980917816,0.0374350829578949,-0.179088695329477,-0.630020915543266,-1.40501134024674,-1.28237641332736,-0.578156177342886,-1.66266848841282,-1.50770772731168,0.29333604903541,-1.75333746833074,0.267618662093397,2.40694510831829
"145",145,16222,"6","B1",0,24,"B1_209",2019,25,50,"209",153,NA,110,"qs25-50 no news20",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,0.483833739810901,4.70138904372863,1,5,-0.869995026602317,-0.552872905294128,-0.877956601002044,-0.594652485721215,0.0569192827471847,-1.05279464044131,-0.0440586151786184,-1.02168158192052,-0.771990679347098,0.428056704139833,0.526750226183739,0.329459997460799,0.336118959762325,-0.349745077825852,0.327379453559027,-1.36148290104368,-1.56819072350194,-1.36344372026748,-1.41120980917816,0.0374350829578949,-0.179088695329477,-0.630020915543266,-1.40501134024674,-1.28237641332736,-0.578156177342886,-1.66266848841282,-1.50770772731168,0.29333604903541,-1.75333746833074,0.267618662093397,3.18221184049661
"146",146,16352,"1","B2",0,1,"B2_16",2019,25,50,"16",185,NA,446,"qs25-50",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,0.657956675676688,6.10054314213422,1,8,-0.869995026602317,-0.552872905294128,-0.877956601002044,-0.594652485721215,0.0569192827471847,-1.05279464044131,-0.0440586151786184,-1.02168158192052,-0.771990679347098,0.428056704139833,0.526750226183739,0.329459997460799,0.336118959762325,-0.349745077825852,0.327379453559027,-1.40803290242233,-0.119738396832028,-1.40767532210216,-0.235570726209888,0.311445778255746,0.107355034916944,-1.72543581719587,-0.615149233584563,-0.691662536769446,0.732048347645782,-0.29779525056195,-0.4140444757283,-1.46296139739724,0.455456602557804,-1.42974692249392,0.0953101798043249
"147",147,16425,"5","B2",0,5,"B2_317",2019,25,50,"317",360,NA,540,"qs25-50 no news",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,1.26845876283232,6.29175430759885,0,NA,-0.869995026602317,-0.552872905294128,-0.877956601002044,-0.594652485721215,0.0569192827471847,-1.05279464044131,-0.0440586151786184,-1.02168158192052,-0.771990679347098,0.428056704139833,0.526750226183739,0.329459997460799,0.336118959762325,-0.349745077825852,0.327379453559027,-1.40803290242233,-0.119738396832028,-1.40767532210216,-0.235570726209888,0.311445778255746,0.107355034916944,-1.72543581719587,-0.615149233584563,-0.691662536769446,0.732048347645782,-0.29779525056195,-0.4140444757283,-1.46296139739724,0.455456602557804,-1.42974692249392,1.62924053973028
"148",148,16514,"14","B2",0,0,"B2_89",2019,25,50,"89",NA,NA,160,"qs25-50",1,2,-0.284828489830594,-0.259886169783635,-0.332247869017775,NA,5.07579862000267,0,NA,-0.869995026602317,-0.552872905294128,-0.877956601002044,-0.594652485721215,0.0569192827471847,-1.05279464044131,-0.0440586151786184,-1.02168158192052,-0.771990679347098,0.428056704139833,0.526750226183739,0.329459997460799,0.336118959762325,-0.349745077825852,0.327379453559027,-1.40803290242233,-0.119738396832028,-1.40767532210216,-0.235570726209888,0.311445778255746,0.107355034916944,-1.72543581719587,-0.615149233584563,-0.691662536769446,0.732048347645782,-0.29779525056195,-0.4140444757283,-1.46296139739724,0.455456602557804,-1.42974692249392,-2.30258509299405
