1-Wire/iButton Part Number: DS1921G-F5,,
1-Wire/iButton Registration Number: 9300000037E25B21,,
Is Mission Active?  true,,
Mission Start:  Wed Jun 15 23:55:00 EDT 2016,,
Sample Rate:  Every 255 minute(s),,
Number of Mission Samples:  681,,
Total Samples:  6452,,
Roll Over Enabled?  false,,
Roll Over Occurred?  Roll over has NOT occurred,,
Active Alarms:  None fired,,
Next Clock Alarm At:  Disabled,,
High Temperature Alarm:  85 •À_C,,
Low Temperature Alarm:  -40 •À_C,,
,,
Date/Time,Unit,Value
8/23/16 21:10,C,24.5
8/24/16 1:25,C,23
8/24/16 5:40,C,22
8/24/16 9:55,C,24
8/24/16 14:10,C,30
8/24/16 18:25,C,26.5
8/24/16 22:40,C,23
8/25/16 2:55,C,22
8/25/16 7:10,C,21.5
8/25/16 11:25,C,30
8/25/16 15:40,C,31.5
8/25/16 19:55,C,26
8/26/16 0:10,C,24.5
8/26/16 4:25,C,24
8/26/16 8:40,C,24.5
8/26/16 12:55,C,30
8/26/16 17:10,C,30
8/26/16 21:25,C,26.5
8/27/16 1:40,C,25.5
8/27/16 5:55,C,24
8/27/16 10:10,C,26.5
8/27/16 14:25,C,34
8/27/16 18:40,C,28.5
8/27/16 22:55,C,25
8/28/16 3:10,C,24.5
8/28/16 7:25,C,24
8/28/16 11:40,C,31.5
8/28/16 15:55,C,30
8/28/16 20:10,C,26.5
8/29/16 0:25,C,25.5
8/29/16 4:40,C,24.5
8/29/16 8:55,C,25
8/29/16 13:10,C,32
8/29/16 17:25,C,28.5
8/29/16 21:40,C,25.5
8/30/16 1:55,C,24
8/30/16 6:10,C,23
8/30/16 10:25,C,26
8/30/16 14:40,C,31.5
8/30/16 18:55,C,26.5
8/30/16 23:10,C,24
8/31/16 3:25,C,23.5
8/31/16 7:40,C,23
8/31/16 11:55,C,28.5
8/31/16 16:10,C,29
8/31/16 20:25,C,26
9/1/16 0:40,C,24
9/1/16 4:55,C,23
9/1/16 9:10,C,24
9/1/16 13:25,C,36
9/1/16 17:40,C,28.5
9/1/16 21:55,C,25
9/2/16 2:10,C,24.5
9/2/16 6:25,C,24
9/2/16 10:40,C,24
9/2/16 14:55,C,24
9/2/16 19:10,C,21.5
9/2/16 23:25,C,21
9/3/16 3:40,C,21
9/3/16 7:55,C,21
9/3/16 12:10,C,24.5
9/3/16 16:25,C,26
9/3/16 20:40,C,23.5
9/4/16 0:55,C,21.5
9/4/16 5:10,C,21
9/4/16 9:25,C,21.5
9/4/16 13:40,C,33
9/4/16 17:55,C,25
9/4/16 22:10,C,22
9/5/16 2:25,C,20.5
9/5/16 6:40,C,19.5
9/5/16 10:55,C,22
9/5/16 15:10,C,32.5
9/5/16 19:25,C,23.5
9/5/16 23:40,C,21
9/6/16 3:55,C,21
9/6/16 8:10,C,20.5
9/6/16 12:25,C,27.5
9/6/16 16:40,C,27.5
9/6/16 20:55,C,23.5
9/7/16 1:10,C,22.5
9/7/16 5:25,C,22
9/7/16 9:40,C,23.5
9/7/16 13:55,C,34
9/7/16 18:10,C,27
9/7/16 22:25,C,24
9/8/16 2:40,C,23.5
9/8/16 6:55,C,22.5
9/8/16 11:10,C,25.5
9/8/16 15:25,C,33
9/8/16 19:40,C,26
9/8/16 23:55,C,24.5
9/9/16 4:10,C,23.5
9/9/16 8:25,C,23
9/9/16 12:40,C,30.5
9/9/16 16:55,C,28.5
9/9/16 21:10,C,25.5
9/10/16 1:25,C,24.5
9/10/16 5:40,C,23.5
9/10/16 9:55,C,25
9/10/16 14:10,C,33.5
9/10/16 18:25,C,27
9/10/16 22:40,C,25
9/11/16 2:55,C,24
9/11/16 7:10,C,23.5
9/11/16 11:25,C,27
9/11/16 15:40,C,30.5
9/11/16 19:55,C,25.5
9/12/16 0:10,C,25
9/12/16 4:25,C,24
9/12/16 8:40,C,24
9/12/16 12:55,C,30
9/12/16 17:10,C,27.5
9/12/16 21:25,C,24.5
9/13/16 1:40,C,23.5
9/13/16 5:55,C,23
9/13/16 10:10,C,24.5
9/13/16 14:25,C,31
9/13/16 18:40,C,26
9/13/16 22:55,C,23.5
9/14/16 3:10,C,22
9/14/16 7:25,C,21
9/14/16 11:40,C,27.5
9/14/16 15:55,C,28
9/14/16 20:10,C,24.5
9/15/16 0:25,C,23
9/15/16 4:40,C,22.5
9/15/16 8:55,C,23
9/15/16 13:10,C,33
9/15/16 17:25,C,26.5
9/15/16 21:40,C,24
9/16/16 1:55,C,23.5
9/16/16 6:10,C,23
9/16/16 10:25,C,24
9/16/16 14:40,C,30.5
9/16/16 18:55,C,24.5
9/16/16 23:10,C,22.5
9/17/16 3:25,C,22
9/17/16 7:40,C,22.5
9/17/16 11:55,C,25.5
9/17/16 16:10,C,27
9/17/16 20:25,C,24
9/18/16 0:40,C,23
9/18/16 4:55,C,22
9/18/16 9:10,C,23
9/18/16 13:25,C,29.5
9/18/16 17:40,C,27
9/18/16 21:55,C,24.5
9/19/16 2:10,C,23.5
9/19/16 6:25,C,24
9/19/16 10:40,C,26
9/19/16 14:55,C,25
9/19/16 19:10,C,24.5
9/19/16 23:25,C,23
9/20/16 3:40,C,23
9/20/16 7:55,C,23
9/20/16 12:10,C,25.5
9/20/16 16:25,C,24
9/20/16 20:40,C,23.5
